slug,rating,roaster,name,roast,review_date,agtron,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,location_country,origin_country,price_per_100g
https://www.coffeereview.com/review/kenya-ritho-fcs-handege-factory-ab/,96,Kakalove Cafe,Kenya Ritho FCS Handege Factory AB,Medium-Light,October 2018,53/81,9,9,9,10,9,"Deeply sweet-savory, energetic. Black currant, roasted cacao nib, star jasmine, almond butter, frankincense in aroma and cup. Richly sweet in structure with savory undertones and bright, lyrical acidity; full, creamy mouthfeel. Flavor-laden finish maintains the integrity of the cup well into the long.","This exceptional coffee was selected as the No. 2 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Produced by smallholding members of the Ritho Cooperative. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","One of the most riveting Kenyas we’ve cupped all year: bright, deep, juicy and intricately nuanced.",Taiwan,Kenya,5.291098608441066
https://www.coffeereview.com/review/ethiopia-yirgacheffe-botabaa-washed/,95,Kakalove Cafe,Ethiopia Yirgacheffe Botabaa Washed,Light,October 2018,56/86,9,9,9,9,9,"Richly sweet-tart, floral-toned. Honeysuckle, mango, sandalwood, maple syrup, almond brittle in aroma and cup. Sweetly tart structure with juicy, high-toned acidity; full, syrupy mouthfeel. The resonant, flavor-saturated finish retains all of the nuance and flavor notes of the cup.","Southern Ethiopia produces distinctive coffees from largely indigenous, traditional varieties of Arabica long grown in the region. Coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A bright, richly sweet, invitingly tart and complex washed Ethiopia cup.",Taiwan,Ethiopia,4.091782923861091
https://www.coffeereview.com/review/ethiopia-misti-valley/,93,Durango Coffee Company,Ethiopia Misti Valley,Medium,November 2018,50/70,9,9,8,9,8,"Crisp, sweetly pungent. Honeysuckle, pomegranate, maple syrup, orange zest, cedar in aroma and cup. Sweet-tart in structure with juicy, bright acidity; velvety mouthfeel. The finish consolidates to notes of pomegranate and cedar with hints of honeysuckle-like florals.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Almost all Yirgacheffe coffees are produced by villagers on small, garden plots interplanted with food and other subsistence crops. Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.","A finely balanced, vivaciously high-toned washed Ethiopia cup animated by sweet floral and tart fruit notes.",United States,Ethiopia,4.982451189615338
https://www.coffeereview.com/review/ethiopia-guji/,90,North Coast Coffee Roasting,Ethiopia Guji,Medium-Light,November 2018,52/74,8,8,8,8,8,"Crisply sweet, balanced. Baker’s chocolate, apricot, magnolia, cedar, almond in aroma and cup. Sweet-tart in structure with brisk acidity; velvety-smooth mouthfeel. The finish centers around apricot and magnolia in the short, with cedar and baker’s chocolate returning in the long. ","Certified organic and produced from distinctive, largely indigenous varieties of Arabica long grown in the region. Ethiopia coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. Santa Cruz-based North Coast Roasting Company has a global sourcing program for the highest-quality organic-certified green coffee, hand-roasted in small batches. Visit www.northcoastroasting.com for more information.",A balanced washed-process Ethiopia cup with pleasing notes of stone fruit and baker’s chocolate as throughlines.,United States,Ethiopia,4.761988747596959
https://www.coffeereview.com/review/kenya-kabingara/,94,Klatch Coffee,Kenya Kabingara,Medium-Light,November 2018,58/80,9,9,8,9,9,"High-toned, crisply sweet. Mango, halvah, fine musk, freesia, dark chocolate in aroma and cup. Sweetly tart structure with bright, juicy acidity; plump, velvety mouthfeel. The lingering, resonant finish carries through on the vivacious, complex promise of the cup.","Produced from trees of the admired SL-28 and SL-34 varieties of Arabica. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend.Visit www.klatchroasting.com or call 877-455-2824 for more information.","A classic Kenya cup: juicy and bright, layered with fruit and floral intrigue.",United States,Kenya,5.864300957688848
https://www.coffeereview.com/review/guatemala-huehuetenango-10/,92,Grounds for Change,Guatemala Huehuetenango,Medium,November 2018,43/63,9,8,8,9,8,"Roasty-sweet, richly chocolaty. Dark chocolate, gently scorched cedar, gardenia, grapefruit zest, roasted almond in aroma and cup. Briskly bittersweet in structure; satiny-smooth in mouthfeel. Notes of dark chocolate and smoky cedar carry the resonant finish.","This coffee is organic and certified fair trade, the latter meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. Produced by members of the (CODECH cooperative) from trees of the Caturra, Bourbon, Catuai and Pache varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Grounds for Change is a certified organic coffee roaster specializing in sustainable coffee and supporting a wide range of progressive ecological and social programs. The complete carbon footprint (from crop to cup) for this coffee has been offset with tree planting (carbonfund.org). Visit www.groundsforchange.com or call 800-796-6820 for more information.","A tactfully darker-roasted Guatemala, richly bittersweet and chocolaty in the cup, supported by notes of smoky aromatic wood.",United States,Guatemala,3.6008865529668372
https://www.coffeereview.com/review/adanech-ethiopia-guji/,91,Steady State Roasting Company,Adanech Ethiopia Guji,Light,November 2018,58/84,8,8,8,9,8,"Sweetly herbaceous, richly cocoa-toned. Baker’s chocolate, lemon verbena, toffee, allspice, hazelnut in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. The finish leads with lemon verbena and toffee in the short, segueing to spice-toned chocolate and hazelnut in the long.","Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.","An inviting, chocolaty natural-processed Ethiopia coffee with a throughline of sweet, citrusy herb notes suggesting lemon verbena.",United States,Ethiopia,5.291098608441066
https://www.coffeereview.com/review/el-salvador-loma-la-gloria-black-honey/,91,Steady State Roasting Company,El Salvador Loma La Gloria Black Honey,Medium-Light,November 2018,52/74,8,8,8,9,8,"Richly sweet, fruit-toned. Dried apricot, roasted cacao nib, agave syrup, cedar, magnolia in aroma and cup. Sweet-tart structure with gentle, rounded acidity; crisp, satiny-smooth mouthfeel. Finish consolidates to notes of dried apricot and cocoa-toned cedar.","Produced by Anny Ruth Pimentel-Courson entirely from trees of the heirloom Bourbon variety of Arabica and processed by the black honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the black honey variation, the beans are subjected to a slower drying process than is the case with yellow or red honey processing. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.","A crisply fruit-forward, inviting black honey-processed coffee with gentle acidity.",United States,El Salvador,5.144123647095481
https://www.coffeereview.com/review/yemen-haraaz-2/,92,Direct Coffee,Yemen Haraaz,Medium-Light,November 2018,51/73,9,8,8,9,8,"Deeply sweet, cleanly fruit-toned. Watermelon candy, black currant, sandalwood, lantana-like flowers, spice-toned chocolate in aroma and cup. Sweet-tart structure with brisk acidity; lightly velvety mouthfeel. The crisp, flavor-saturated finish is resonantly fruit-toned, complicated by pretty notes of sandalwood.","Haraz (also Haraaz, other spellings) is a celebrated coffee growing region in north-central Yemen, west of the capital of San’a. Although Ethiopia is the botanical home of Coffea arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient cultivars and sun-dried, often on the roofs of stone houses. Direct Coffee, founded in 2005, is a roastery located in the scenic city of Hsinchu, Taiwan. For the past 13 years, Direct Coffee has specialized in searching for high-quality coffee beans and roasting them to display their unique and distinctive characteristics. Visit https://www.directcoffee.com.tw/ for more information.","A rich, sweet Yemen cup, the essence of dried fruit, nicely nuanced by sandalwood-like aromatic wood notes.",Taiwan,Yemen,36.651982378854626
https://www.coffeereview.com/review/kenya-konyu/,95,Branch Street Coffee Roasters,Kenya Konyu,Medium-Light,October 2018,57/81,9,9,9,9,9,"Vibrant, rich-toned, sweetly-tart. Tart berry, roasted cacao nib, crisp, bittersweet hop flowers, sandalwood, agave syrup in aroma and cup. Sweetly tart structure with engaging, juicy acidity; syrupy-smooth mouthfeel. The savory-leaning finish is driven by hop flowers, with cocoa nib as another throughline supporting the dried fruit and spicy aromatic wood notes.","This exceptional coffee was selected as the No. 25 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. This is a meticulously wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Branch Street Coffee Roasters is a small-batch specialty coffee roaster in Youngstown, Ohio. Under the careful eye of owner/roaster Matthew Campbell, each coffee is individually profiled and cupped to ensure peak flavor and consistency.Visit www.branchstreetcoffee.com for more information.","A multi-layered Kenya coffee with a perfect balance of sweet, tart and savory notes — in particular, dried berries and richly bittersweet flowers.",United States,Kenya,5.732023492477822
https://www.coffeereview.com/review/guatemala-finca-san-gerardo/,92,Magnolia Coffee,Guatemala Finca San Gerardo,Medium-Light,October 2018,52/72,9,8,8,9,8,"Crisp, richly sweet. Magnolia, dried persimmon, hazelnut, molasses, cedar in aroma and cup. Sweet in structure with round, gentle acidity; satiny-smooth mouthfeel. The finish is resonant with magnolia, dried persimmon and hazelnut notes. ","Produced by Jesus Recinos entirely from trees of the Bourbon variety of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft Roasted. Truly Delicious. Socially Conscious.” Magnolia Coffee focuses on direct-trade coffees that make a difference in the lives of the coffee harvesters and their communities. Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information.","A friendly, floral-toned Guatemala cup with undercurrents of rich hazelnut.",United States,Guatemala,4.409248840367556
https://www.coffeereview.com/review/hacienda-la-esmeralda-cabana-geisha-natural/,95,Dragonfly Coffee Roasters,Hacienda La Esmeralda Cabana Geisha Natural,Medium-Light,October 2018,57/83,9,9,9,9,9,"Rich, resonant, high-toned. Lychee, lilac, chocolate fudge, frankinense, tamarind in aroma and cup. Sweet-tart structure with juicy, bright acidity; plush, syrupy-smoooth mouthfeel. The lingering finish is flavor-saturated, making good on the promise of the cup’s deep sweetness.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Geisha/Gesha continues to be one of the world’s most celebrated and sought-after coffee varieties, and the Esmeralda versions remain among the most authentic. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the soft fruit residue has been removed, as is the case with wet-processed or “washed” coffees. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A complex, multi-layered, exquisitely clean natural-processed Geisha cup.",United States,Panama,33.06936630275666
https://www.coffeereview.com/review/finca-la-aurora-camilina-geisha-2/,96,Dragonfly Coffee Roasters,Finca La Aurora Camilina Geisha,Medium-Light,October 2018,56/76,9,9,9,10,9,"Crisp, elegantly sweet, rich-toned. Dried mango, hazelnut butter, hibiscus, fresh-cut cedar, brown sugar in aroma and cup. Deeply sweet-tart structure with vibrant acidity; viscous, satiny mouthfeel. The finish leads with dried mango and hazelnut in the short, hibiscus and cedar returning in the long.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Finca La Aurora. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","Tropical fruit- and spice-toned aromatic wood characterize this uniquely sweet, engagingly tart natural-processed Geisha cup.",United States,Panama,19.841619781654
https://www.coffeereview.com/review/kanyonyi-coffee-blend/,92,Gorilla Conservation Coffee,Kanyonyi Coffee Blend,Medium,October 2018,47/69,9,8,8,9,8,"Richly sweet, chocolaty. Dark chocolate, caramel, date, gardenia, cedar in aroma and cup. Deeply sweet structure with round, gentle acidity; velvety mouthfeel. The chocolate-toned finish leads with notes of date and caramel in the short and cedar and gardenia in the long.","This exceptional coffee was selected as the No. 29 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Kanyonyi Coffee Blend is named after the former lead silverback gorilla of Mubare Gorilla Group, the first group habituated for tourism at Bwindi Impenetrable National Park, Uganda. Gorilla Conservation Coffee pays a premium of $0.50 per kilo above the market price to coffee farmers living close to the gorillas around Bwindi Impenetrable National Park, as well as supporting them with training in sustainable coffee farming and processing. Additionally, for each kilo of roasted coffee sold, $1.50 goes directly toward work to preserve mountain gorillas. Visit http://gorillaconservationcoffee.org/ for more information.",The sale of this impressively chocolaty and floral Uganda cup provides multifaceted support aimed at preserving mountain gorillas in their human and natural environment.,Uganda,Uganda,3.9573008342298808
https://www.coffeereview.com/review/costa-rica-microlot-series-san-cristobal-natural/,92,Oceana Coffee,Costa Rica Microlot Series San Cristobal Natural,Medium-Light,October 2018,54/75,9,8,8,9,8,"Richly sweet, fruit-toned. Strawberry, dark chocolate, sandalwood, freesia-like flowers, a hint of aged grappa in aroma and cup. Deeply sweet structure with brisk acidity; satiny-smooth mouthfeel. The resonant finish leads with notes of strawberry and flowers in the short, rounding to dark chocolate and sandalwood in the long, with a hint of appealing sweet ferment throughout.","Produced by Danilo Salazar Arias of Finca San Cristobal de Llano from trees of the Caturra, Catuai and Villa Sarchi varieties of Arabica. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the soft fruit residue has been removed, as is the case with wet-processed or “washed” coffees. Established in 2009 by Amy and Scott Angelo, Oceana brews specialty coffees that have been roasted in small batches at its roasting house and café in Tequesta, Florida. Oceana reports that its staff is obsessed with every detail of the process, from sourcing the beans to how the coffee is poured, aimed at ensuring that every cup is as rich and resonant as it should be. Visit www.oceanacoffee.com for more information.",A fruit-forward Costa Rica cup with a throughline of fresh strawberry and dark chocolate and a whisper of grappa-like sweet ferment.,United States,Costa Rica,6.466898299205748
https://www.coffeereview.com/review/la-union-colombia/,91,Barrington Coffee Roasting,La Union (Colombia),Medium-Light,October 2018,58/80,8,8,8,9,8,"Crisply sweet, chocolaty. Baker’s chocolate, plum, magnolia, cedar, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity; satiny-smooth mouthfeel. The gently drying finish is redolent with notes of baker’s chocolate and magnolia, with a hint of cedar-like aromatic wood.","Produced by La Union de Nariño from trees of the Caturra, Colombia and Castillo varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","A solid Colombia cup: richly chocolate-toned, balanced and sweet.",United States,Colombia,4.541526305578582
https://www.coffeereview.com/review/colombia-luis-alberto-montoya-antioquia/,92,Temple Coffee and Tea,Colombia Luis Alberto Montoya Antioquia,Medium-Light,October 2018,51/73,9,8,8,9,8,"High-toned, crisply sweet. Date, cashew butter, magnolia, grapefruit zest, cedar in aroma and cup. Sweetly tart in structure with brisk acidity; full, velvety mouthfeel. The resonant finish leads with notes of date and magnolia in the short, rounding to cashew butter and grapefruit zest in the long.","Produced by Luis Alberto Montoya at Finca Arboleda entirely from trees of the Caturra variety of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A vivacious, sweetly tart Colombia redolent of notes of rich nut butter and citrus zest.",United States,Colombia,5.438073569786652
https://www.coffeereview.com/review/kibugu-kenya-2/,95,Lexington Coffee Roasters,Kibugu Kenya,Medium-Light,November 2018,54/74,9,9,9,9,9,"Elegant, complexly sweet, umami-toned. Narcissus, ripe tomato, date, almond butter, cocoa powder in aroma and cup. Sweet-savory in structure with bright, juicy acidity; full, syrupy mouthfeel. The long, resounding finish carries through on the complex promise of the cup. ","Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, flavorful and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.","A classic Kenya with an umami intrigue that balances the rich sweetness of the cup: multi-layered, paradoxical yet complete.",United States,Kenya,5.864300957688848
https://www.coffeereview.com/review/kenya-gikirima-kibugu/,94,Branch Street Coffee Roasters,Kenya Gikirima Kibugu,Medium-Light,November 2018,56/74,9,9,9,9,8,"Complexly layered, deeply sweet-savory. Watermelon, fresh-cut pine, roasted cacao nib, lemon verbena, freesia-like flowers in aroma and cup. Sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of watermelon and cacao nib, supported by rich fresh-cut pine.","Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Branch Street Coffee Roasters is a small-batch specialty coffee roaster in Youngstown, Ohio. Under the careful eye of owner/roaster Matthew Campbell, each coffee is individually profiled and cupped to ensure peak flavor and consistency. Visit www.branchstreetcoffee.com for more information.","A deeply sweet, richly savory Kenya cup, with pleasingly intense notes of aromatic wood (think fresh pine forest) underneath melon and cocoa tones.",United States,Kenya,5.732023492477822
https://www.coffeereview.com/review/kenya-aa-top-gachatha/,93,GK Coffee,Kenya AA Top Gachatha,Medium-Light,November 2018,56/80,9,9,8,9,8,"Crisply sweet, impressively balanced. Black currant, maple syrup, almond, cedar, lilac-like flowers in aroma and cup. Sweet-tart in structure with juicy, vibrant acidity; velvety-smooth mouthfeel. The finish consolidates to black currant and maple syrup with undercurrents of hazelnut and cedar.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. A wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. GK provides quality specialty coffee to consumers and retailers. For more information, email [email protected] or call +886-919-314-513.","A classically balanced Kenya cup with pretty fruit and floral tones and a bright, engaging acidity.",Taiwan,Kenya,9.6
https://www.coffeereview.com/review/ethiopia-yirgacheffe-g1-chachale-natural/,93,GK Coffee,Ethiopia Yirgacheffe G1 Chachale Natural,Medium-Light,November 2018,54/78,9,8,9,9,8,"Richly fruit-toned. Ripe blueberry, dark chocolate, oak, agave syrup, rhododendron-like flowers in aroma and cup. Sweet-toned in structure with rounded acidity; full, syrupy mouthfeel. The resonant finish centers around deep blueberry and chocolate notes with a hint of oak.","Yirgacheffe coffees like this one are largely produced from traditional Ethiopian varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the wet-processed or “washed” floral- and citrus-toned Yirgacheffe profile. Like virtually all coffees from the Yirgacheffe region, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. GK provides quality specialty coffee to consumers and retailers. For more information, email [email protected] or call +886-919-314-513.","A cleanly fruit-forward natural-processed Ethiopia cup, redolent with ripe berry notes.",Taiwan,Ethiopia,8.0
https://www.coffeereview.com/review/quejina-guatemala/,90,Lexington Coffee Roasters,Quejina Guatemala,Medium-Light,November 2018,53/77,8,8,8,8,8,"Crisp, sweetly nut-toned. Hazelnut butter, baker’s chocolate, cherry, cedar, freesia-like flowers in aroma and cup. Sweet-toned in structure with brisk acidity; velvety-smooth mouthfeel. The sweet finish consolidates to an inviting nutty chocolate in the short and spice-toned florals in the long.","Produced on Finca Quejina by the Nicolas Ramirez family from trees of the Bourbon, Caturra and Pache varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, flavorful and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.","A friendly, straightforward, pleasing Guatemala cup.",United States,Guatemala,4.997148685749896
https://www.coffeereview.com/review/christmas-blend-7/,90,Mystic Monk Coffee,Christmas Blend,Medium,November 2018,47/65,8,8,8,8,8,"Richly sweet, cocoa- and spice-toned. Dark chocolate, gently scorched sandalwood, orange zest, cinnamon, gardenia in aroma and cup. Sweet-tart structure with mild, rounded acidity; satiny mouthfeel. Spice-toned and chocolaty in the finish.","A blend of coffees from Yirgacheffe, Ethiopia and Burundi. Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.",A chocolaty coffee fragrant with spice notes that invoke the winter holidays.,United States,Burundi,4.406309341140644
https://www.coffeereview.com/review/thanksgiving-blend-3/,90,Mystic Monk Coffee,Thanksgiving Blend,Medium,November 2018,42/62,8,8,8,8,8,"Sweetly roast-toned, chocolaty. Baker’s chocolate, gently scorched cedar, almond, raisin, molasses in aroma and cup. Sweet-toned in structure with gentle acidity; creamy-smooth mouthfeel. The lingering finish leads with notes of raisin and almond in the short, with rich cedar tones in the long and chocolate throughout.","A blend of coffees from Africa, Indonesia and South America. Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.",A pleasing chocolate-first holiday blend for those who prefer an adeptly darker-roasted coffee.,United States,Africa;Indonesia;South America,4.112359418449474
https://www.coffeereview.com/review/elida-estate-geisha-natural-dragonfly-reserve/,95,Dragonfly Coffee Roasters,Elida Estate Geisha Natural Dragonfly Reserve,Medium-Light,November 2018,54/78,9,9,9,9,9,"Delicate, vibrant, richly tart. Passionfruit, roasted cacao nib, sandalwood, star jasmine, bergamot zest in aroma and cup. Sweet-tart in structure with juicy, bright acidity; buoyant, silky mouthfeel. The long, flavor-saturated finish is redolent with notes of passionfruit, star jasmine and cacoa nib.","Produced from trees of the rare Ethiopia-derived botanical variety Geisha (also spelled Gesha) by the Lamastus family at Elida Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","An exuberant fruit- and floral-driven natural-processed Geisha, vibrant and engaging, with an intriguing spice-toned complication.",United States,Panama,30.864741882572886
https://www.coffeereview.com/review/costa-rica-geisha-honey-coe-2018-2nd-place/,94,Dragonfly Coffee Roasters,Costa Rica Geisha Honey COE 2018 2nd Place,Medium-Light,November 2018,50/76,9,9,9,9,8,"Rich, high-toned, sweetly herbaceous. Lemon verbena, roasted almond, black cherry, narcissus, black peppercorn in aroma and cup. Savory-sweet structure with high-toned, lively acidity; plush, syrupy mouthfeel. The finish leads with black cherry and narcissus in the short, with notes of almond and peppercorn in the long, and an undercurrent of lemon verbena throughout.","Produced at Hacienda Copey (Finca Don Antonio) from trees of the rare Ethiopia-derived botanical variety Geisha (also spelled Gesha) by the Lamastus family at Elida Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Processed by the honey method, which means that the outer skin is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A complex, nuanced Costa Rica Geisha: sweetly herb-toned, deeply floral, with lift from notes of enlivening peppercorn.",United States,Costa Rica,19.841619781654
https://www.coffeereview.com/review/guatemala-pacamara-natural/,95,Fumi Coffee,Guatemala Pacamara Natural,Medium-Light,November 2018,57/77,9,9,9,9,9,"Complex, sweetly tart, spice-toned. Peach, fine musk, toffee, macadamia nut, roasted cacao nib in aroma and cup. Sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The elegant, lingering finish centers around notes of peach, toffee and fine musk, all cocoa-toned.","This coffee earned the highest rating in a cupping of coffees from big-bean varieties for Coffee Review’s November 2018 tasting report. Produced at Finca La Hermosa entirely of the Pacamara variety of Arabica. The Pacamara is a big-beaned hybrid of the Bourbon-related Pacas and the huge-beaned Maragogipe, itself a mutant of the ancient Typica variety. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the soft fruit residue has been removed, as is the case with wet-processed or “washed” coffees. Roaster Yu Chih Hao is co-founder of Fumi Coffee, a new roaster in Hsinchu, Taiwan specializing in specialty coffee and homemade desserts. Visit https://m.facebook.com/fumicafe035586631/ for more information.","A multi-layered cup redolent with stone fruit, sweet nuts and pungent florals, animated by a bright, engaging acidity.",Taiwan,Guatemala,20.458914619305453
